PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Deck,FamilySize,IsAlone,Title,TitleGroup,TicketPrefix,FarePerPerson,TicketCount,AgeBand,FareBand,FamilySizeBand,Age_Pclass,FPP_Pclass,Sex_Pclass,IsAlone_Sex,log_Fare,log_FarePerPerson,SexBin,Age_Sex,AgeBand_Sex,Deck_Pclass,Age_sq,SurnameCount
215,0,3,"Kiernan, Mr. Philip",male,25.0,1,0,367229,7.75,Q,U,2,0,Mr,Common,NONE,3.875,1,2,0,1,75.0,11.625,0,0,2.169053700369523,1.5841201044498106,0,0.0,2_male,U_3,625.0,1
216,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,C,D,2,0,Miss,Common,NONE,56.6375,3,2,3,1,31.0,56.6375,1,0,4.738607824217808,4.054173397532824,1,31.0,2_female,D_1,961.0,3
217,1,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,S,U,1,1,Miss,Common,STON/O,7.925,1,2,0,0,81.0,23.775,3,1,2.188856327665703,2.188856327665703,1,27.0,2_female,U_3,729.0,1
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,S,U,2,0,Mr,Common,NONE,13.5,2,3,1,1,84.0,27.0,0,0,3.332204510175204,2.6741486494265287,0,0.0,3_male,U_2,1764.0,2
219,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,C,D,1,1,Miss,Common,NONE,76.2917,1,2,2,0,32.0,76.2917,1,1,4.347586575960343,4.347586575960343,1,32.0,2_female,D_1,1024.0,1
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,S,U,1,1,Mr,Common,W/C,10.5,1,2,1,0,60.0,21.0,0,0,2.4423470353692043,2.4423470353692043,0,0.0,2_male,U_2,900.0,4
221,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,S,U,1,1,Mr,Common,SOTON/OQ,8.05,1,1,0,0,48.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,1_male,U_3,256.0,1
222,0,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,S,U,1,1,Mr,Common,NONE,13.0,1,2,1,0,54.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,2_male,U_2,729.0,1
223,0,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,S,U,1,1,Mr,Common,NONE,8.05,1,3,0,0,153.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,3_male,U_3,2601.0,1
224,0,3,"Nenkoff, Mr. Christo",male,25.0,0,0,349234,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,75.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,625.0,1
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,S,C,2,0,Mr,Common,NONE,45.0,2,3,2,1,38.0,45.0,0,0,4.51085950651685,3.828641396489095,0,0.0,3_male,C_1,1444.0,3
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,S,U,1,1,Mr,Common,PP,9.35,1,2,0,0,66.0,28.049999999999997,0,0,2.336986519711378,2.336986519711378,0,0.0,2_male,U_3,484.0,1
227,1,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,S,U,1,1,Mr,Common,SW/PP,10.5,1,1,1,0,38.0,21.0,0,0,2.4423470353692043,2.4423470353692043,0,0.0,1_male,U_2,361.0,1
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,S,U,1,1,Mr,Common,A/,7.25,1,2,0,0,61.5,21.75,0,0,2.1102132003465894,2.1102132003465894,0,0.0,2_male,U_3,420.25,1
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,S,U,1,1,Mr,Common,NONE,13.0,1,1,1,0,36.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,1_male,U_2,324.0,1
230,0,3,"Lefebre, Miss. Mathilde",female,21.5,3,1,4133,25.4667,S,U,5,0,Miss,Common,NONE,5.09334,4,2,1,2,64.5,15.28002,3,0,3.275887339030031,1.8071963714491994,1,21.5,2_female,U_3,462.25,4
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,S,C,2,0,Mrs,Common,NONE,41.7375,2,2,2,1,35.0,41.7375,1,0,4.436455632600354,3.75507675496542,1,35.0,2_female,C_1,1225.0,4
232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,S,U,1,1,Mr,Common,NONE,7.775,1,2,0,0,87.0,23.325000000000003,0,0,2.1719067693519296,2.1719067693519296,0,0.0,2_male,U_3,841.0,2
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,S,U,1,1,Mr,Common,NONE,13.5,1,3,1,0,118.0,27.0,0,0,2.6741486494265287,2.6741486494265287,0,0.0,3_male,U_2,3481.0,1
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,S,U,7,0,Miss,Common,NONE,4.483928571428572,4,0,2,3,15.0,13.451785714285716,3,0,3.4777725458882283,1.7018217367116275,1,5.0,0_female,U_3,25.0,4
235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,S,U,1,1,Mr,Common,C.A.,10.5,1,2,1,0,48.0,21.0,0,0,2.4423470353692043,2.4423470353692043,0,0.0,2_male,U_2,576.0,1
236,0,3,"Harknett, Miss. Alice Phoebe",female,21.5,0,0,W./C. 6609,7.55,S,U,1,1,Miss,Common,W./C.,7.55,1,2,0,0,64.5,22.65,3,1,2.145931282948669,2.145931282948669,1,21.5,2_female,U_3,462.25,1
237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,S,U,2,0,Mr,Common,NONE,13.0,1,3,1,1,88.0,26.0,0,0,3.295836866004329,2.6390573296152584,0,0.0,3_male,U_2,1936.0,1
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,S,U,3,0,Miss,Common,C.A.,8.75,3,0,1,1,16.0,17.5,2,0,3.305053521109253,2.277267285009756,1,8.0,0_female,U_2,64.0,3
239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,S,U,1,1,Mr,Common,NONE,10.5,1,1,1,0,38.0,21.0,0,0,2.4423470353692043,2.4423470353692043,0,0.0,1_male,U_2,361.0,1
240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,S,U,1,1,Mr,Common,SCO/W,12.275,1,2,1,0,66.0,24.55,0,0,2.5858825671280026,2.5858825671280026,0,0.0,2_male,U_2,1089.0,1
241,0,3,"Zabour, Miss. Thamine",female,21.5,1,0,2665,14.4542,C,U,2,0,Miss,Common,NONE,7.2271,2,2,1,1,64.5,21.6813,3,0,2.737880811060884,2.107433583211985,1,21.5,2_female,U_3,462.25,2
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,21.5,1,0,367230,15.5,Q,U,2,0,Miss,Common,NONE,7.75,2,2,1,1,64.5,23.25,3,0,2.803360380906535,2.169053700369523,1,21.5,2_female,U_3,462.25,2
243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,S,U,1,1,Mr,Common,W./C.,10.5,1,2,1,0,58.0,21.0,0,0,2.4423470353692043,2.4423470353692043,0,0.0,2_male,U_2,841.0,1
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,S,U,1,1,Mr,Common,STON/O,7.125,1,2,0,0,66.0,21.375,0,0,2.094945728215801,2.094945728215801,0,0.0,2_male,U_3,484.0,1
245,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,C,U,1,1,Mr,Common,NONE,7.225,1,2,0,0,90.0,21.674999999999997,0,0,2.1071782966514356,2.1071782966514356,0,0.0,2_male,U_3,900.0,2
246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,Q,C,3,0,Officer,Officer,NONE,30.0,2,3,2,1,44.0,30.0,0,0,4.51085950651685,3.4339872044851463,0,0.0,3_male,C_1,1936.0,2
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,S,U,1,1,Miss,Common,NONE,7.775,1,2,0,0,75.0,23.325000000000003,3,1,2.1719067693519296,2.1719067693519296,1,25.0,2_female,U_3,625.0,1
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,S,U,3,0,Mrs,Common,NONE,4.833333333333333,2,2,1,1,48.0,9.666666666666666,2,0,2.740840023925201,1.7635885922613586,1,24.0,2_female,U_2,576.0,2
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,S,D,3,0,Mr,Common,NONE,17.518066666666666,2,3,2,1,37.0,17.518066666666666,0,0,3.9806942251907276,2.9187468321201777,0,0.0,3_male,D_1,1369.0,2
250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,S,U,2,0,Officer,Officer,NONE,13.0,2,3,1,1,108.0,26.0,0,0,3.295836866004329,2.6390573296152584,0,0.0,3_male,U_2,2916.0,6
251,0,3,"Reed, Mr. James George",male,25.0,0,0,362316,7.25,S,U,1,1,Mr,Common,NONE,7.25,1,2,0,0,75.0,21.75,0,0,2.1102132003465894,2.1102132003465894,0,0.0,2_male,U_3,625.0,1
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,S,G,3,0,Mrs,Common,NONE,3.4875000000000003,2,2,1,1,87.0,10.4625,3,0,2.4390808375825834,1.5012957538143974,1,29.0,2_female,G_3,841.0,2
253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,S,C,1,1,Mr,Common,NONE,26.55,1,4,1,0,62.0,26.55,0,0,3.3160025355989236,3.3160025355989236,0,0.0,4_male,C_1,3844.0,1
254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,S,U,2,0,Mr,Common,A/,8.05,2,2,1,1,90.0,24.150000000000002,0,0,2.8390784635086144,2.2027647577118348,0,0.0,2_male,U_3,900.0,2
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,S,U,3,0,Mrs,Common,NONE,6.7375,2,3,1,1,123.0,20.2125,3,0,3.0545906305603445,2.0460786380107145,1,41.0,3_female,U_3,1681.0,2
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,C,U,3,0,Mrs,Common,NONE,5.081933333333333,1,2,1,1,87.0,15.2458,3,0,2.7878344138303452,1.8053226278885095,1,29.0,2_female,U_3,841.0,1
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,35.0,0,0,PC 17585,79.2,C,U,1,1,Mrs,Common,PC,79.2,1,2,2,0,35.0,79.2,1,1,4.384523514872469,4.384523514872469,1,35.0,2_female,U_1,1225.0,1
258,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,S,B,1,1,Miss,Common,NONE,86.5,3,2,2,0,30.0,86.5,1,1,4.471638793363569,4.471638793363569,1,30.0,2_female,B_1,900.0,1
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,C,U,1,1,Miss,Common,PC,512.3292,3,2,4,0,35.0,512.3292,1,1,6.240917354759096,6.240917354759096,1,35.0,2_female,U_1,1225.0,1
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,S,U,2,0,Mrs,Common,NONE,13.0,2,3,1,1,100.0,26.0,2,0,3.295836866004329,2.6390573296152584,1,50.0,3_female,U_2,2500.0,1
261,0,3,"Smith, Mr. Thomas",male,25.0,0,0,384461,7.75,Q,U,1,1,Mr,Common,NONE,7.75,1,2,0,0,75.0,23.25,0,0,2.169053700369523,2.169053700369523,0,0.0,2_male,U_3,625.0,4
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,S,U,7,0,Master,Common,NONE,4.483928571428572,4,0,2,3,9.0,13.451785714285716,0,0,3.4777725458882283,1.7018217367116275,0,0.0,0_male,U_3,9.0,4
263,0,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,S,E,3,0,Mr,Common,NONE,26.55,3,3,2,1,52.0,26.55,0,0,4.390118804571218,3.3160025355989236,0,0.0,3_male,E_1,2704.0,3
264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,S,B,1,1,Mr,Common,NONE,0.0,1,3,0,0,40.0,0.0,0,0,0.0,0.0,0,0.0,3_male,B_1,1600.0,1
265,0,3,"Henry, Miss. Delia",female,21.5,0,0,382649,7.75,Q,U,1,1,Miss,Common,NONE,7.75,1,2,0,0,64.5,23.25,3,1,2.169053700369523,2.169053700369523,1,21.5,2_female,U_3,462.25,1
266,0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,S,U,1,1,Mr,Common,C.A.,10.5,1,3,1,0,72.0,21.0,0,0,2.4423470353692043,2.4423470353692043,0,0.0,3_male,U_2,1296.0,1
267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,S,U,6,0,Mr,Common,NONE,6.614583333333333,6,1,2,3,48.0,19.84375,0,0,3.705920919968788,2.0300652682819424,0,0.0,1_male,U_3,256.0,6
268,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,S,U,2,0,Mr,Common,NONE,3.8875,1,2,0,1,75.0,11.662500000000001,0,0,2.1719067693519296,1.5866809253114842,0,0.0,2_male,U_3,625.0,1
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,S,C,2,0,Mrs,Common,PC,76.73125,3,3,3,1,58.0,76.73125,1,0,5.039951348430309,4.353257364419914,1,58.0,3_female,C_1,3364.0,3
270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,S,C,1,1,Miss,Common,PC,135.6333,3,2,3,0,35.0,135.6333,1,1,4.91730069488021,4.91730069488021,1,35.0,2_female,C_1,1225.0,1
271,0,1,"Cairns, Mr. Alexander",male,40.0,0,0,113798,31.0,S,U,1,1,Mr,Common,NONE,31.0,2,3,2,0,40.0,31.0,0,0,3.4657359027997265,3.4657359027997265,0,0.0,3_male,U_1,1600.0,1
272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,S,U,1,1,Mr,Common,LINE,0.0,4,2,0,0,75.0,0.0,0,0,0.0,0.0,0,0.0,2_male,U_3,625.0,1
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,S,U,2,0,Mrs,Common,NONE,9.75,2,3,1,1,82.0,19.5,2,0,3.0204248861443626,2.3749057545736716,1,41.0,3_female,U_2,1681.0,2
274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C,C,2,0,Mr,Common,PC,14.85,1,3,1,1,37.0,14.85,0,0,3.4242626545931514,2.7631695003232895,0,0.0,3_male,C_1,1369.0,1
275,1,3,"Healy, Miss. Hanora ""Nora""",female,21.5,0,0,370375,7.75,Q,U,1,1,Miss,Common,NONE,7.75,1,2,0,0,64.5,23.25,3,1,2.169053700369523,2.169053700369523,1,21.5,2_female,U_3,462.25,1
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,S,D,2,0,Miss,Common,NONE,38.97915,3,4,2,1,63.0,38.97915,1,0,4.368919865004903,3.6883580682159285,1,63.0,4_female,D_1,3969.0,2
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,S,U,1,1,Miss,Common,NONE,7.75,1,3,0,0,135.0,23.25,3,1,2.169053700369523,2.169053700369523,1,45.0,3_female,U_3,2025.0,1
278,0,2,"Parkes, Mr. Francis ""Frank""",male,30.0,0,0,239853,0.0,S,U,1,1,Mr,Common,NONE,0.0,3,2,0,0,60.0,0.0,0,0,0.0,0.0,0,0.0,2_male,U_2,900.0,1
279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,Q,U,6,0,Master,Common,NONE,4.854166666666667,5,0,1,3,21.0,14.5625,0,0,3.405355391810819,1.767153658425855,0,0.0,0_male,U_3,49.0,5
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,S,U,3,0,Mrs,Common,C.A.,6.75,2,2,1,1,105.0,20.25,3,0,3.056356895370426,2.0476928433652555,1,35.0,2_female,U_3,1225.0,2
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,Q,U,1,1,Mr,Common,NONE,7.75,1,4,0,0,195.0,23.25,0,0,2.169053700369523,2.169053700369523,0,0.0,4_male,U_3,4225.0,1
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,S,U,1,1,Mr,Common,NONE,7.8542,1,2,0,0,84.0,23.5626,0,0,2.180891922715322,2.180891922715322,0,0.0,2_male,U_3,784.0,2
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,S,U,1,1,Mr,Common,NONE,9.5,1,1,0,0,48.0,28.5,0,0,2.3513752571634776,2.3513752571634776,0,0.0,1_male,U_3,256.0,1
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,S,U,1,1,Mr,Common,A/,8.05,1,1,0,0,57.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,1_male,U_3,361.0,1
285,0,1,"Smith, Mr. Richard William",male,40.0,0,0,113056,26.0,S,A,1,1,Mr,Common,NONE,26.0,1,3,1,0,40.0,26.0,0,0,3.295836866004329,3.295836866004329,0,0.0,3_male,A_1,1600.0,4
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,C,U,1,1,Mr,Common,NONE,8.6625,1,2,0,0,99.0,25.987499999999997,0,0,2.2682524139135403,2.2682524139135403,0,0.0,2_male,U_3,1089.0,1
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,S,U,1,1,Mr,Common,NONE,9.5,1,2,0,0,90.0,28.5,0,0,2.3513752571634776,2.3513752571634776,0,0.0,2_male,U_3,900.0,1
288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,66.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,484.0,1
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,S,U,1,1,Mr,Common,NONE,13.0,1,3,1,0,84.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,3_male,U_2,1764.0,1
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,Q,U,1,1,Miss,Common,NONE,7.75,1,2,0,0,66.0,23.25,3,1,2.169053700369523,2.169053700369523,1,22.0,2_female,U_3,484.0,1
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,S,U,1,1,Miss,Common,NONE,78.85,2,2,2,0,26.0,78.85,1,1,4.380149874661021,4.380149874661021,1,26.0,2_female,U_1,676.0,1
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,C,B,2,0,Mrs,Common,NONE,45.5396,2,1,2,1,19.0,45.5396,1,0,4.5226490762785785,3.8403035630800124,1,19.0,1_female,B_1,361.0,2
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,C,D,1,1,Mr,Common,SC/Paris,12.875,1,3,1,0,72.0,25.75,0,0,2.630088659632498,2.630088659632498,0,0.0,3_male,D_2,1296.0,1
294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,S,U,1,1,Miss,Common,NONE,8.85,1,2,0,0,72.0,26.549999999999997,3,1,2.2874714551839976,2.2874714551839976,1,24.0,2_female,U_3,576.0,1
295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,72.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,576.0,1
296,0,1,"Lewy, Mr. Ervin G",male,40.0,0,0,PC 17612,27.7208,C,U,1,1,Mr,Common,PC,27.7208,1,3,1,0,40.0,27.7208,0,0,3.357621598945279,3.357621598945279,0,0.0,3_male,U_1,1600.0,1
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,C,U,1,1,Mr,Common,NONE,7.2292,1,2,0,0,70.5,21.6876,0,0,2.1076888046179385,2.1076888046179385,0,0.0,2_male,U_3,552.25,1
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,S,C,4,0,Miss,Common,NONE,37.8875,4,0,3,2,2.0,37.8875,1,0,5.027492411162679,3.6606728622237554,1,2.0,0_female,C_1,4.0,3
299,1,1,"Saalfeld, Mr. Adolphe",male,40.0,0,0,19988,30.5,S,C,1,1,Mr,Common,NONE,30.5,1,3,2,0,40.0,30.5,0,0,3.449987545831587,3.449987545831587,0,0.0,3_male,C_1,1600.0,1
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,C,B,2,0,Mrs,Common,PC,123.7604,2,3,3,1,50.0,123.7604,1,0,5.515526544247129,4.826395097890282,1,50.0,3_female,B_1,2500.0,2
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,21.5,0,0,9234,7.75,Q,U,1,1,Miss,Common,NONE,7.75,1,2,0,0,64.5,23.25,3,1,2.169053700369523,2.169053700369523,1,21.5,2_female,U_3,462.25,4
302,1,3,"McCoy, Mr. Bernard",male,25.0,2,0,367226,23.25,Q,U,3,0,Mr,Common,NONE,7.75,2,2,1,1,75.0,23.25,0,0,3.188416617383492,2.169053700369523,0,0.0,2_male,U_3,625.0,2
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,S,U,1,1,Mr,Common,LINE,0.0,4,1,0,0,57.0,0.0,0,0,0.0,0.0,0,0.0,1_male,U_3,361.0,6
304,1,2,"Keane, Miss. Nora A",female,28.0,0,0,226593,12.35,Q,E,1,1,Miss,Common,NONE,12.35,1,2,1,0,56.0,24.7,2,1,2.5915163848462583,2.5915163848462583,1,28.0,2_female,E_2,784.0,2
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,25.0,0,0,A/5 2466,8.05,S,U,1,1,Mr,Common,A/,8.05,1,2,0,0,75.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,U_3,625.0,4
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,S,C,4,0,Master,Common,NONE,37.8875,4,0,3,2,0.92,37.8875,0,0,5.027492411162679,3.6606728622237554,0,0.0,0_male,C_1,0.8464,3
307,1,1,"Fleming, Miss. Margaret",female,35.0,0,0,17421,110.8833,C,U,1,1,Miss,Common,NONE,110.8833,4,2,3,0,35.0,110.8833,1,1,4.717456363787216,4.717456363787216,1,35.0,2_female,U_1,1225.0,1
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C,C,2,0,Mrs,Common,PC,54.45,2,1,3,1,17.0,54.45,1,0,4.699570861409576,4.015481713796376,1,17.0,1_female,C_1,289.0,2
309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,C,U,2,0,Mr,Common,P/PP,12.0,2,2,1,1,60.0,24.0,0,0,3.2188758248682006,2.5649493574615367,0,0.0,2_male,U_2,900.0,2
310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,C,E,1,1,Miss,Common,PC,56.9292,2,2,2,0,30.0,56.9292,1,1,4.0592215752427645,4.0592215752427645,1,30.0,2_female,E_1,900.0,1
311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C,C,1,1,Miss,Common,NONE,83.1583,2,2,2,0,24.0,83.1583,1,1,4.432699549165613,4.432699549165613,1,24.0,2_female,C_1,576.0,2
312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,C,B,5,0,Miss,Common,PC,52.475,2,1,4,2,18.0,52.475,1,0,5.5735788721243535,3.9792142549684693,1,18.0,1_female,B_1,324.0,2
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,S,U,3,0,Mrs,Common,NONE,8.666666666666666,1,2,1,1,52.0,17.333333333333332,2,0,3.295836866004329,2.268683541318364,1,26.0,2_female,U_2,676.0,1
314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,84.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,784.0,1
315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,S,U,3,0,Mr,Common,F.C.C.,8.75,3,3,1,1,86.0,17.5,0,0,3.305053521109253,2.277267285009756,0,0.0,3_male,U_2,1849.0,4
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,S,U,1,1,Miss,Common,NONE,7.8542,1,2,0,0,78.0,23.5626,3,1,2.180891922715322,2.180891922715322,1,26.0,2_female,U_3,676.0,1
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,S,U,2,0,Mrs,Common,NONE,13.0,2,2,1,1,48.0,26.0,2,0,3.295836866004329,2.6390573296152584,1,24.0,2_female,U_2,576.0,2
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,S,U,1,1,Officer,Officer,NONE,14.0,1,3,1,0,108.0,28.0,0,0,2.70805020110221,2.70805020110221,0,0.0,3_male,U_2,2916.0,1
319,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,S,C,3,0,Miss,Common,NONE,54.95556666666667,2,2,3,1,31.0,54.95556666666667,1,0,5.11118445372147,4.024557923404247,1,31.0,2_female,C_1,961.0,2
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,C,E,3,0,Mrs,Common,NONE,44.833333333333336,2,3,3,1,40.0,44.833333333333336,1,0,4.908971640319756,3.8250116284385163,1,40.0,3_female,E_1,1600.0,1
321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,S,U,1,1,Mr,Common,A/,7.25,1,2,0,0,66.0,21.75,0,0,2.1102132003465894,2.1102132003465894,0,0.0,2_male,U_3,484.0,1
322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,81.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,729.0,1
323,1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,Q,U,1,1,Miss,Common,NONE,12.35,1,2,1,0,60.0,24.7,2,1,2.5915163848462583,2.5915163848462583,1,30.0,2_female,U_2,900.0,1
